jdate,value,date
1392-12-28,10000.0,2014-03-19
1393-01-05,10033.6,2014-03-25
1393-01-06,9998.3,2014-03-26
1393-01-09,9984.4,2014-03-29
1393-01-10,10055.5,2014-03-30
1393-01-11,10141.0,2014-03-31
1393-01-16,10160.2,2014-04-05
1393-01-17,10080.1,2014-04-06
1393-01-18,10049.8,2014-04-07
1393-01-19,10120.0,2014-04-08
1393-01-20,10070.7,2014-04-09
1393-01-23,9986.7,2014-04-12
1393-01-24,9858.0,2014-04-13
1393-01-25,9756.4,2014-04-14
1393-01-26,9705.1,2014-04-15
1393-01-27,9749.5,2014-04-16
1393-01-30,9661.7,2014-04-19
1393-01-31,9721.4,2014-04-20
1393-02-01,9798.5,2014-04-21
1393-02-02,9816.5,2014-04-22
1393-02-03,9807.5,2014-04-23
1393-02-06,9968.2,2014-04-26
1393-02-07,10038.4,2014-04-27
1393-02-08,9968.2,2014-04-28
1393-02-09,9871.5,2014-04-29
1393-02-10,9865.2,2014-04-30
1393-02-13,9828.1,2014-05-03
1393-02-14,9746.0,2014-05-04
1393-02-15,9781.6,2014-05-05
1393-02-16,9765.2,2014-05-06
1393-02-17,9751.4,2014-05-07
1393-02-20,9732.7,2014-05-10
1393-02-21,9714.3,2014-05-11
1393-02-22,9742.0,2014-05-12
1393-02-24,9755.1,2014-05-14
1393-02-27,9648.8,2014-05-17
1393-02-28,9691.7,2014-05-18
1393-02-29,9694.0,2014-05-19
1393-02-30,9726.0,2014-05-20
1393-02-31,9819.5,2014-05-21
1393-03-03,9842.1,2014-05-24
1393-03-04,9792.0,2014-05-25
1393-03-05,9794.5,2014-05-26
1393-03-07,9795.1,2014-05-28
1393-03-10,9773.8,2014-05-31
1393-03-11,9655.8,2014-06-01
1393-03-12,9647.6,2014-06-02
1393-03-13,9702.7,2014-06-03
1393-03-17,9718.1,2014-06-07
1393-03-18,9703.1,2014-06-08
1393-03-19,9695.6,2014-06-09
1393-03-20,9636.1,2014-06-10
1393-03-21,9591.0,2014-06-11
1393-03-24,9476.8,2014-06-14
1393-03-25,9377.9,2014-06-15
1393-03-26,9388.7,2014-06-16
1393-03-27,9360.0,2014-06-17
1393-03-28,9417.7,2014-06-18
1393-03-31,9487.1,2014-06-21
1393-04-01,9527.2,2014-06-22
