date,open,high,low,adjClose,value,volume,count,yesterday,close,jdate
2022-01-22,10000.0,10000.0,10000.0,10000.0,251038480000,25103848,321,10000.0,10000.0,1400-11-02
2022-01-23,10000.0,10000.0,10000.0,10000.0,50863610000,5086361,106,10000.0,10000.0,1400-11-03
2022-01-24,10000.0,10000.0,10000.0,10000.0,15610340000,1561034,68,10000.0,10000.0,1400-11-04
2022-01-25,10000.0,10000.0,10000.0,10000.0,772700000,77270,27,10000.0,10000.0,1400-11-05
2022-01-26,10000.0,10000.0,10000.0,10000.0,101313470000,10131347,169,10000.0,10000.0,1400-11-06
2022-03-06,10200.0,10350.0,10200.0,10200.0,1124678660,110213,25,10000.0,10220.0,1400-12-15
2022-03-07,10220.0,10240.0,10140.0,10170.0,365581910,35934,30,10200.0,10240.0,1400-12-16
2022-03-08,10210.0,10210.0,10110.0,10140.0,84355380,8321,14,10170.0,10110.0,1400-12-17
2022-03-09,10130.0,10150.0,10130.0,10130.0,53883280,5318,9,10140.0,10150.0,1400-12-18
2022-03-12,10240.0,10250.0,10100.0,10120.0,281427280,27797,12,10130.0,10100.0,1400-12-21
2022-03-13,10130.0,10150.0,10100.0,10120.0,59762330,5903,5,10120.0,10100.0,1400-12-22
2022-03-14,10220.0,10220.0,10130.0,10190.0,27829170,2731,5,10120.0,10200.0,1400-12-23
2022-03-15,10100.0,10140.0,10090.0,10120.0,588312250,58125,6,10190.0,10090.0,1400-12-24
2022-03-16,10220.0,10220.0,10220.0,10220.0,21717500,2125,1,10120.0,10220.0,1400-12-25
2022-03-19,10240.0,10320.0,10240.0,10270.0,94131000,9170,6,10220.0,10320.0,1400-12-28
2022-03-26,10090.0,10500.0,10090.0,10360.0,251504350,24266,14,10270.0,10150.0,1401-01-06
2022-03-27,10520.0,10520.0,10510.0,10520.0,163055000,15500,2,10360.0,10510.0,1401-01-07
2022-03-28,10440.0,10830.0,10440.0,10750.0,4087589110,380295,24,10520.0,10750.0,1401-01-08
2022-03-29,10760.0,10760.0,10760.0,10760.0,14773480,1373,2,10750.0,10760.0,1401-01-09
2022-03-30,10600.0,10600.0,10580.0,10590.0,104633210,9880,15,10760.0,10580.0,1401-01-10
2022-04-03,10740.0,10750.0,10650.0,10740.0,182662950,17011,8,10590.0,10740.0,1401-01-14
2022-04-04,10730.0,10800.0,10630.0,10750.0,5236032400,487173,15,10740.0,10750.0,1401-01-15
2022-04-05,10750.0,10950.0,10750.0,10930.0,431515840,39464,6,10750.0,10950.0,1401-01-16
2022-04-06,10960.0,10960.0,10790.0,10880.0,295053020,27131,9,10930.0,10790.0,1401-01-17
2022-04-09,10670.0,10880.0,10780.0,10840.0,60720220,5599,5,10880.0,10880.0,1401-01-20
2022-04-10,10890.0,10890.0,10890.0,10890.0,180774000,16600,2,10840.0,10890.0,1401-01-21
2022-04-11,10940.0,11060.0,10940.0,11000.0,11030156840,1002980,19,10890.0,10980.0,1401-01-22
2022-04-12,10630.0,10630.0,10580.0,10600.0,23208070,2189,3,11000.0,10580.0,1401-01-23
2022-04-13,10580.0,10850.0,10580.0,10750.0,15272000,1420,2,10600.0,10850.0,1401-01-24
2022-04-16,10910.0,11070.0,10910.0,11040.0,29993975830,2716955,64,10750.0,11070.0,1401-01-27
2022-04-17,10980.0,11100.0,10980.0,11030.0,22335500,2025,3,11040.0,11100.0,1401-01-28
